reviewText,Sentiment,Aspect
"This is the 2nd time I've used Belkin Cat5's, I have some shorter ones and needed to change my router placement. I've also used Belkin HDMI cables and I think Fiber optic cable as well. I've never had any problem with their cables so far and their prices are reasonable...",positive,None
I like the snagless feature and easy coiling for storage of this cable. I get it out when using my portable in a wired network and then coil it up and stow it in the case.,positive,None
"Usually it's better than average,but this one is not as good as I bought before. I have quiet few Belkin's items and I like /trust this brand. Everything would be fine if not for the cheap plastic plugs ...If ur intend to unplug/re-plug it often, than I recommend other brand-Belkin screwed up on this one;) Thought it's cheap-don't like it-throw it in the garbage.;)))",positive,None
Some days it is better to just buy a good cable like this instead of putting your own ends on a bulk cable. Very reasonably priced and a quality product.,positive,None
This was exactly what I needed. Thanks for great product and great price. The product is sturdy and works well.,positive,None
I ordered this as a spare so I have not used it yet.  It does appear to be of good quality.,positive,None
"It works as I expect an item from Belkin to work. I needed a few extra cables to connect some home theater components to the switch box for the router, these do the job quite well.",positive,None
"Shipped immediately to me, this patch cable is worth way more than I paid. Very good quality.  Excellent customer service as well. Excellent Value and Product",positive,None
"These cables rock, I got a bunch for my dorm room, and they work perfectly and do what I need them to do.",positive,None
I am pleased at how well this cable works. I use it to hook up my XBOX to my router in order to get greater speeds for streaming video and it doesn't disappoint.,positive,None
I have no complaints pertaining to this cable.  I particularly like the molded connector feature.  It's always a personal fear of mine that my wires and cables will fail at the connector due to cheap construction.  I doubt that will be the case with this cable from Belkin.I also give kudos to the pricing.  I simply cannot argue with $3 for a 7 foot CAT5.,positive,None
Secure snug fit great colors price is definetly right!  Get what you order at your door with minimal time usually 2 days,positive,None
I bought this cable and it worked well.  I would recommend it to anyone who is looking for products sold by belkins.,positive,None
great quality cable . What I mean to say is it is well made and has decent insulation tonot disturb the flow of information between that and your modem.2nd Finally able to color match some of your cables so they actually add to the look of your rig or ambianceI would reccomendthese cables,positive,None
